"","FIPS_CNTRY","OUT1980_lagged","OUT1980_Ii","OUT1980_Iisig","OUT1990_lagged","OUT1990_Ii","OUT1990_Iisig","OUT2000_lagged","OUT2000_Ii","OUT2000_Iisig","IN1980_lagged","IN1980_Ii","IN1980_Iisig","IN1990_lagged","IN1990_Ii","IN1990_Iisig","IN2000_lagged","IN2000_Ii","IN2000_Iisig"
"128","KZ",2314529,2.01272362377252,3.06457198202232e-08,2791206.5,2.87819232612891,3.08449625209406e-15,2514826,2.71192692360254,6.69584850302763e-13,1836536.16666667,1.64718125928984,2.11998283047177e-06,2284766.33333333,1.44460108209073,6.63324870959765e-06,2414061.33333333,0.59634335781096,0.0179768560727848
"129","LA",286380.4,0.041742952000034,0.455452796927631,462195.4,0.0134151492723255,0.482883671507952,711140.6,-0.0106352848440609,0.506311975453064,110018.2,0.0641942387940716,0.431283725187004,114808.2,0.0600518675637021,0.430308382820596,248235.4,0.0361135083893455,0.4491150303341
"130","LE",343283,0.00237056045980387,0.496095937928879,495458,-0.0015332756525552,0.498482072665918,649787.5,4.97509407530234e-05,0.497591754860743,859539.5,-0.0751824843849719,0.545314442607327,1020111,-0.0419859454871764,0.526192370836692,1395014,-0.0372715523888832,0.526775175391897
"131","LG",3679910.5,-0.350078190362856,0.775249332583425,4138451.75,-0.485644310359528,0.855640093479834,3222286.75,-0.420037673742457,0.811561985075559,2600621.25,0.156608070795066,0.357866669617084,3305997.5,0.148020748852594,0.35479062048776,3411832,-0.0847268784679202,0.591097502439919
"132","LH",4777816.25,0.288769105208392,0.261186470132528,5070699.5,0.0979151971578498,0.411203772637674,4402304,-0.222721362644691,0.678884503282922,2931083.5,0.0710975526507663,0.432403257214159,3517602.75,0.058719083678764,0.438952514183863,3611995.75,-0.195362232819368,0.707475687580701
"133","LI",121578,0.0895865617689315,0.429842226562012,159159.666666667,0.103524192230262,0.418884309715424,191584,0.0922882322139766,0.429846471413967,39381.3333333333,0.0667748441471396,0.444821312313832,56708.6666666667,0.0606202676900424,0.445540109930049,111850,0.044467810434328,0.45234964221761
"134","LO",2659694,-0.263712081969543,0.737470900213299,2580369.6,-0.210423811100924,0.694697746623093,2581758.2,-0.108257536042643,0.597953592433004,1761950.4,-0.243542542039915,0.728487984946935,1912462.8,-0.186072085235997,0.691213395478278,1553905.8,-0.0723595050374142,0.586322166861131
"135","LS",472595.5,-0.00137074477126903,0.498394445609447,421978,0.040827926298885,0.472267420389842,431287,0.0734060185113176,0.453899811679688,892862,-0.0817346735090745,0.549464071186619,1084819,-0.0782176265456299,0.551061246048635,1279571,-0.0612478553631536,0.545993065180616
"136","LT",249121,0.0374980283809277,0.482014583875008,396147,0.019872957136227,0.489569548052267,691291,-0.0110940419214461,0.502996175098036,983298,-0.0996792232042493,0.543013332325646,1224351,-0.0992139187982653,0.546293486901759,1007577,-0.0356948230460883,0.518044813741074
"137","LU",1537390,-0.317244654880931,0.723014228283696,1662123,-0.331016279676611,0.73330185200902,1903223.66666667,-0.414940267198579,0.77474183248643,5069392.66666667,-0.725261004318861,0.921378613448395,5234562.33333333,-0.544657448133137,0.874108451694525,6097437.33333333,-0.41112141756799,0.84280618216176
"138","LY",619059,-0.0412944781379363,0.539899646326402,795087.333333333,-0.0674612080737949,0.568201523617726,857516.666666667,-0.0598457075338814,0.557973512588841,136715.333333333,0.0202038255495905,0.473141802089589,149971.166666667,0.00893066161493156,0.484511965465905,163531.333333333,0.00625838141082035,0.48572669413059
"139","MA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140","MB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","MD",3500231.5,-0.0576376827169675,0.532925990341093,4470204.5,0.0955650890788594,0.438587377308632,3611971.5,-0.00545261276088597,0.500876749413978,3158138.5,0.032561022400059,0.476703787229615,3524087,0.0339324262252749,0.473866400130652,2669610,-0.0484890370324317,0.535776915441391
"142","MF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","MG",6041976.5,-1.78071926678227,0.996892253370995,6865910,-1.9922217868694,0.998988285363255,5441377.5,-1.63299860763989,0.992612009470413,4164311,-0.705068426404476,0.868832986074921,5339950.5,-0.696274630932217,0.884328605415362,6114072,-0.523050157262427,0.852530067977553
"144","MH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","MI",272494.333333333,0.0274083840377195,0.476353649033274,318478.666666667,0.0370810917183727,0.468831211835619,388582.333333333,0.0566260577236681,0.455694809636054,219454.333333333,0.0173697936830957,0.483299422240701,191533.333333333,0.0246222231703286,0.475825017449688,247852,0.021082780322641,0.475304706976391
"146","MK",409141.25,-1.60110645605291e-05,0.496540994268061,479051.5,0.0136245721365858,0.484530561836767,714160.5,-0.0108997116290372,0.505859582009706,63284.5,0.0730488611263913,0.430664044995561,124893.25,0.050461614365401,0.44694076301232,226538,0.0326161008121906,0.458416153243214
"147","ML",475236.857142857,0.000888306632719052,0.494353390921136,504817.285714286,-0.00251214589923771,0.498280625039691,543991.857142857,-0.00692714028982186,0.503316700947261,78942.8571428571,0.0476003458703187,0.438241896448895,126374.142857143,0.0431431012889462,0.439114321840981,187724.571428571,0.032644735555125,0.445033581652283
"148","MN",1423049,-0.296189269582969,0.624634782443619,1410593,-0.271420322865555,0.61528508798129,1766731,-0.382727725769292,0.655448309635709,5890619,-1.0064280510022,0.871106505988422,5897247,-0.757763034983609,0.821363666640662,6278721,-0.527128057571764,0.772304463729723
"149","MO",1170451,0.372589173314964,0.238408553279717,1052511,0.31512766189158,0.271678168549182,820510.333333333,0.0893165923088807,0.431990465851037,247442,0.0346047416634706,0.469840156862611,311509.666666667,0.030055084554889,0.471241068343854,611834.666666667,0.00203614935018,0.4940654470063
"150","MP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"151","MQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"152","MR",619433.5,-0.041570448809312,0.5327281783379,633220.25,-0.0210696446666171,0.515010147123331,615097.25,0.00938955960832637,0.488669734892768,102140.75,0.0674484808000793,0.435659187298104,119041.25,0.0610765502588348,0.436676318185761,112025.5,0.0474759201149577,0.441636421150927
"153","MT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154","MU",145962.666666667,0.0784802284061578,0.438097894079318,245855,0.0610291712549763,0.450730037346906,299906.666666667,0.0684771002274028,0.447078675618324,927092.666666667,-0.0614268789117624,0.544843563792418,2125064.66666667,-0.0506900633523333,0.539430697047434,2589854.66666667,-0.00336190946241176,0.499386675815128
"155","MV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156","MW",153437.25,0.101021296571845,0.409261100951,355050.25,0.0621813713682512,0.442063315352705,735324.5,-0.0304152128943778,0.522383982824354,46350.75,0.0796434143314483,0.424796420808176,151291,0.057336990503926,0.440287905811568,185054.5,0.0435028781951609,0.446113808691944
"157","MX",584688,-0.0364727783856151,0.524471094659025,709518.333333333,-0.0493767883723702,0.534445663719325,933393.666666667,-0.0960999150378059,0.567154152453668,5472062.66666667,-0.956012422684505,0.969042471022804,7764006.66666667,-1.05396487821789,0.986978634033978,11631937.6666667,-1.05836239434,0.995411981689203
"158","MY",210705.333333333,0.0103476276318099,0.489199648925438,488210.333333333,-0.00153636567693843,0.498140289827815,859818,0.0575101893352783,0.455051243232573,353430.666666667,-0.00957416323082667,0.504373135170942,274743.666666667,-0.0296720123629822,0.521711288993915,314288.333333333,-0.0424078568938517,0.537821632314292
"159","MZ",187114.166666667,-0.00181374737940397,0.497675200411057,239234.5,-0.00336308845433165,0.499329524478508,292435.666666667,-0.020607132867867,0.517307248076399,399711.5,0.0108274697492297,0.483545518604355,406089.166666667,0.0154365128169899,0.476717177401062,351091.166666667,0.0116125903053405,0.478271479336882
"160","NC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161","NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"162","NF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163","NG",588465.142857143,-0.0222078421394544,0.521110451644535,590528.571428571,-0.00899176920993998,0.505849403584231,682923.857142857,-0.00818671504483449,0.50473612238071,309252.571428571,0.0226801142607467,0.467982864648216,236965.857142857,0.033569715937247,0.451413443559068,330866.285714286,0.0217496151857264,0.461320968012004
"164","NH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","NI",212277,0.0173067760757383,0.481446944251909,174695.5,0.0255602880830649,0.474056669713457,213600.25,-0.00287705406553683,0.499062005269825,95506.75,-0.12283243957559,0.606230095077978,125307.25,0.0110458365624316,0.485312698962842,140277,-0.00822259862436214,0.504824313498771
"166","NL",1594560.5,-0.325151594394529,0.689559242598007,1787888,-0.327451949846381,0.69223278196901,1971470,-0.350551796905749,0.697993861340263,4658779.5,-0.77202948169415,0.890266883635877,4903220,-0.595426299660166,0.846739552731804,6006795.5,-0.4818067138811,0.832508955792637
"167","NO",4082534.33333333,-0.744238455337007,0.919019452082552,4594153.33333333,-0.899812122988781,0.956004942173975,3673906,-0.717199725919937,0.90482280908598,2970691.33333333,-0.35403468654558,0.753782289772221,3804463.33333333,-0.306596918400732,0.739377737579846,4392471.66666667,-0.192465796260936,0.67930219589791
"168","NP",3991976,0.410369573505314,0.261701367570227,4332084,0.0798345345880686,0.448231886490944,5011899.5,0.28251479176552,0.334053993052731,4462795,-0.364398671125853,0.717770060661869,3744686,-0.111443301930918,0.573694174590231,3206375.5,-0.0179169578880836,0.511214033876291
"169","NR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"170","NS",139292,0.0884211784845411,0.430707116112002,240312.666666667,0.0621958007179502,0.449850543457367,423970.333333333,0.0475766482903969,0.462288335207569,372608.666666667,0.0163654806923613,0.484084455415485,282545.666666667,0.036786305590416,0.465566982063086,256680,0.0349920637654651,0.461636356340945
"171","NT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"172","NU",66623.5,0.101020324119136,0.435767953627308,114222,0.0583762953123914,0.461436464662395,223315.5,0.0324116676355958,0.478281833772062,37242.5,0.0772434677127391,0.448336091426556,86680,0.063724064840432,0.453405794497861,162573.5,0.0435100876267561,0.461827242426614
"173","NZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"174","PA",261646,0.0249271435367728,0.478220705023436,378018,0.0246960544753653,0.478220193111572,615574.666666667,0.00413283843314814,0.494054623364224,1013437.33333333,-0.0730774037798357,0.553887880946872,830077.666666667,-0.0280485205081541,0.520340353872225,769524.333333333,-0.00942403294504145,0.505362601532514
"175","PC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","PE",267529,0.0459673386346921,0.451356994185942,391244.6,0.0239258939452414,0.472557065603439,686212.8,0.000830884164571688,0.495430547851284,260958.6,0.0330516565212182,0.462540736743656,206839.2,0.0441568757677153,0.447490408297852,196091,0.0394160996827209,0.444949633374358
"177","PF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","PG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"179","PK",2221813,4.20815648194181,1.72587769821242e-20,2602858,3.45085100172667,1.37228286997788e-14,3053934.5,4.04365005871035,4.09584109754226e-18,2327494.5,2.84696374220198,5.066434123268e-11,2081598,1.14838100067996,0.00237626489647233,1860149.75,0.374414582900729,0.14015630655502
"180","PL",3577492.42857143,9.23031769489166,8.03805848687665e-159,3955502,7.11965462221954,6.3990762136127e-97,3370751,6.50550535473012,8.11857435701364e-76,3526250.42857143,1.39376699613708,1.26817186860745e-05,4157728.71428571,0.575152949077713,0.02986156124186,4329494.42857143,0.105500597643812,0.339751395596342
"181","PM",385467,0.0204280455964713,0.485005334369917,551596,-4.13062903032485e-05,0.497558011483323,819426,-0.0432671646656667,0.523439214766498,71566,0.0673555410618981,0.454596088910799,121893,0.0547949822895526,0.45952772636224,203047.5,0.0361674853126302,0.467714675446908
"182","PO",1900957,1.37819560752299,0.0664630400588685,1583488,0.728613898243054,0.210999924904703,1110891,0.170148755136359,0.427030696320093,609350,-0.0121717529626803,0.503687332805572,829702,-0.00826872315708693,0.502087561462925,1752868,1.51148783510324e-05,0.497723527669446
"183","PP",489804,-0.00659801070075071,0.501133713239337,1083474,-0.160351333729307,0.568039380013057,1837063,-0.384672121063978,0.656204363522389,736452,-0.049458024458352,0.5204705373104,463465,0.010928117764598,0.492734891211904,149741,0.0454967284738442,0.471857032538982
"184","PS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","PU",273102.5,0.0563116372779788,0.46300897358196,363556,0.0520998576972591,0.465307455197633,380043,0.0811009492916723,0.449339648851764,69635,0.0730573022500764,0.45098485402144,145714.5,0.0568303593322553,0.458131339221735,227651,0.0386472787565719,0.465725476855171
"186","QA",125045,0.109241948554432,0.451015624861805,159778,0.123059514000873,0.444628345408537,213383,0.147571017745119,0.436405199959901,1820455,-0.167867161589437,0.57338707625387,4742980,-0.195771888539212,0.59259540463325,5130955,-0.112455192661535,0.561500257966562
"187","RE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"188","RM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189","RO",1536812.2,0.120143928781056,0.380660116030838,1768171.8,0.845638433725978,0.0180541623410653,1555423.2,0.318878838455246,0.221228412368099,1399060.8,-0.102114806571559,0.598380337226032,1564365,-0.11066297692687,0.615054651834725,1215361,-0.0443989228104868,0.551285399220702
"190","RP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"191","RQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"192","RS",1382547.28571429,7.0258704284087,4.73613630862187e-188,1518204.14285714,7.04697166050951,4.98661014961003e-192,1541297.21428571,4.61858388273819,2.24699429641505e-78,1054137.78571429,1.93926672391242,2.9442699371889e-17,1155238.57142857,1.67022458615197,4.46353864602947e-15,859190.285714286,0.390078330555387,0.0177819513099281
"193","RW",180693.5,0.018709841868836,0.480225269214071,173016.5,0.0471721488444117,0.455142212884869,263897,0.0829910995502499,0.426720884865886,279526.25,0.0314120399864959,0.468012841719474,228728.5,0.0417676867394596,0.455374506899012,181277.5,0.0189948871995713,0.473863374896071
"194","SA",236737.142857143,0.0544526328259283,0.432599111681433,388751.142857143,0.0365842607633815,0.452722437377626,494156.714285714,0.0350734458159888,0.456072762752381,342249.285714286,-0.0670102494895325,0.575307500204724,615820.714285714,0.084677653003425,0.386578426144801,800700.714285714,0.113566218071209,0.328674063935027
"195","SB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"196","SC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","SE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198","SF",185331.5,0.0424868626840155,0.450349859650607,243228.333333333,0.0274799555692751,0.466068865028797,243004.5,-0.00955356117577005,0.505800344805305,101116.333333333,-0.0786637258583079,0.58239230551739,123768.666666667,-0.077394099750616,0.587349511540282,162930,-0.0267936450918374,0.531759336378482
"199","SG",224156.2,0.0426462722384811,0.454576559229071,250706.2,0.0410777154664707,0.455748383911589,278731.8,0.0606753688023755,0.438877081203873,56901.6,0.058350500150053,0.437122258575656,75248.4,0.0415852785562621,0.45028039126404,124441.2,0.0330482814957591,0.452986085752147
"200","SH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201","SI",1465953.75,-0.293521728877858,0.736524016356425,1273442.75,-0.194899493056132,0.662947900302215,1181795,-0.157723266736867,0.627988544476308,578193.25,-0.0211565987249927,0.515531413829554,754210.5,-0.0210046116419593,0.516631511377609,1008155.75,-0.0264575298293722,0.525562474921801
"202","SL",212027.5,0.0766293557808256,0.450600028655737,252704,0.0836269945203407,0.445903681165168,344344.5,0.0795911620748428,0.450233869403461,52923,0.0625277796787981,0.457656721173018,79645,0.0563944940408444,0.458430325302674,161101.5,0.0393172237300273,0.465188216575266
"203","SM",4510364,-1.29284624862019,0.919424463861487,3788416,-1.02378607767653,0.868161748412689,3136335,-0.849564135318128,0.814124390575841,1109568,-0.12289807929533,0.553393382501719,1428977,-0.128282769406925,0.560328998311716,2122478,-0.14178344331224,0.577938149381075
"204","SN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205","SO",130212,0.0743316232386386,0.441188800120165,155132.333333333,0.0817629118919991,0.435139406563749,223328.333333333,0.0607107618556862,0.45272251968695,197205.333333333,0.0486046204639171,0.458931849841406,210206.333333333,0.0470376447980687,0.456939425651831,353981.666666667,0.0263314550450581,0.470142658538208
"206","SP",910935.6,0.434614382892489,0.141574361196553,970298.8,0.248264528805073,0.266903773880863,945598.4,0.0736278421674824,0.426759952057734,1252493.4,0.0496608179981809,0.445829204652573,1288139.6,0.0583718311714533,0.432118812753804,1403760.4,0.130940791803478,0.333465392993447
"207","SR",323768.875,0.0463645463611822,0.437770162306369,559203.5,-0.0024657726985947,0.498100907125034,726179,-0.0272767904461169,0.528090070589034,99558.375,0.0693941073865705,0.406440913142742,146999.875,0.0579674668416374,0.414673549802742,171927.25,0.0447724184411006,0.422042041343739
"208","ST",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"209","SU",239942,0.035818425913938,0.447670362173133,358288.333333333,0.0163908075276569,0.47294537982743,463058.666666667,0.00514765932181633,0.488290256004402,201504,0.0177092471636253,0.470371731350007,208722.777777778,0.0151511111208698,0.471823983345392,246970.333333333,0.0108713483247428,0.47466282731416
"210","SV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"211","SW",256051,0.0359310473732503,0.475492574779399,243511,0.059479996401519,0.460756124466413,288031.5,0.0716757797784675,0.454926043460203,81004.5,-0.0261861416360767,0.514158127136249,129223.5,-0.0264029877688996,0.515459238788765,216127.5,-0.0228196277426554,0.515158346108453
"212","SX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213","SY",855646.6,-0.0428495696512238,0.537884636377352,1055264.6,-0.0216415888534787,0.517370281356439,1304147,-0.0206336454890831,0.515796898505284,476936.2,-0.00123210279742912,0.497212487412596,654160.8,-0.00409460928301424,0.50012092750748,840489.4,-0.0031000840516554,0.498875146715375
"214","SZ",1866735.4,-0.13596658108017,0.626640250098016,1773981.2,-0.147848831668253,0.638653266460793,1808388.8,-0.194985793409295,0.675218587203593,3230031.8,0.70325322434064,0.0362713163170529,3409052.6,0.649523987861642,0.0365708580541811,4108706,0.490911859224665,0.057219807596505
"215","TD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"216","TH",221003.25,0.0565960318220547,0.447344662430625,333162.25,0.0322567125670882,0.468187766855465,524892,-0.00288037407760115,0.499064818387149,222143.5,0.0186107838138486,0.479568240875263,286545,0.0175699504931057,0.478942326520492,464897,-0.00140124025507518,0.497060177275522
"217","TI",425292.25,0.00907434537680023,0.48861820822675,804148.5,-0.0314456944322098,0.52411677620241,1011778.5,-0.0171532150116956,0.511157079867324,537868.5,-0.00264014628622686,0.498784210867842,619228,-0.0022357274303411,0.498291135260956,503590.5,0.00614648326767979,0.488470704366279
"218","TK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","TL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"220","TM",489804,-0.00686272026549298,0.501248521920801,1083474,-0.167387976488179,0.571069308665602,1837063,-0.398568141668213,0.661589328742883,736452,-0.0523973800519385,0.521792439374927,463465,0.0112811310686506,0.492562925334523,149741,0.0462332950045242,0.471438810129354
"221","TN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222","TO",557753.333333333,-0.0161786344076494,0.509190128509656,543996,0.0016344294135355,0.495731251551102,740783.333333333,-0.0202940466612379,0.511945208483068,97327.6666666667,0.0466917799375591,0.460420643448303,180415,0.0374680640391626,0.464992664212694,293480.333333333,0.0244915479931151,0.471951672624895
"223","TP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224","TS",839526.5,0.011103671120292,0.490731301811855,821680.5,0.00254290072511449,0.495957499482452,731194.5,-0.00343141709883217,0.499670060071032,221758,0.0420693495669038,0.470652376850478,281149.5,0.0355763524942672,0.472735067770029,315176.5,0.0291775197667282,0.473325946516577
"225","TU",574664.375,0.140275650814439,0.3268006139648,737751.5,0.209405063463977,0.251733531096306,995519.875,0.435860652319708,0.09164337433418,248196.25,-0.0284385684259671,0.531438967473143,339778.25,-0.0316597138660363,0.538354036378726,388708.375,-0.023447892001943,0.531289808036336
"226","TV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"227","TW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"228","TX",886295.6,-0.094247841178487,0.587407095699571,1340427,-0.103162989542603,0.596631571960442,1749594.4,-0.180914708659728,0.663084569440879,1107596.4,-0.0465186850683404,0.543000857285566,1300946,-0.045953398719626,0.545809780165006,1097669,-0.0282974489236198,0.530907540643315
"229","TZ",262422.5,0.0380499117692513,0.447982653215157,267706.875,0.0556937112452319,0.425787468885449,322257,0.0692504602138827,0.412326966772852,183623.75,0.0072731307561138,0.485515803936888,168636.5,0.0233454237661122,0.462124236656491,268665.125,0.0215534529088438,0.458976590774759
"230","UG",234751.6,0.0462510866692994,0.45108206357406,261224.2,0.0578206967896258,0.439416185325555,302787.4,0.0205195083187601,0.476758425380939,193673,-0.0115897784125802,0.507703554170226,201964.2,0.011880639587635,0.482650822634237,324627.6,0.0110523688876347,0.480873632007947
"231","UK",911750,1.12028991456277,0.110801720363937,963946,0.871733700493839,0.168572516653633,1123620,0.864287872826431,0.179527411325242,223219,-0.29531446137818,0.628875499920259,227943,-0.276489869356535,0.63035948905752,384858,-0.162108608564563,0.589252630947066
"232","UP",2948461.71428571,10.0274906316843,5.30335524464435e-187,3301356.57142857,10.4658831062154,1.0896858675775e-206,2885366.57142857,6.25961121137587,2.33664241216437e-70,1737314.28571429,3.02713531452958,3.33082645281252e-20,2058638.71428571,2.61943247001644,7.38164362407121e-18,2147789,1.05355810591466,3.29464616171147e-05
"233","US",672177.333333333,0.163055961402275,0.376162178327105,684678,0.0940975656377746,0.425910455457057,774936.666666667,0.104542651958054,0.421027601034872,1293020.33333333,5.55168287834301,6.120350335212e-28,1510578.33333333,5.97063410975496,4.68041469290058e-37,1858314.66666667,6.36974772904124,3.44328092037996e-56
"234","UV",304331,-0.0489953902834613,0.548098385968653,269610.833333333,-0.0691276852831461,0.569973792158816,344596,-0.119105629772023,0.618116680982138,89256,0.044915215467109,0.445828779991181,108300.833333333,0.0231763837515451,0.46745572114901,132185.166666667,0.00480646417426245,0.487749317167396
"235","UY",309102,0.031383706458887,0.478281653166973,453825,0.0183937127442399,0.486142788634974,742624.5,-0.0209278233482736,0.51011464471421,1491172.5,-0.149016981713451,0.591683687223495,1215449,-0.0810906390085825,0.55302597451824,1109940,-0.0395426934584348,0.528598961400957
"236","UZ",585460,0.0210567501411844,0.475569641454632,1005550.4,0.155808597816678,0.346735300840897,1230553.6,0.315640858752566,0.223523194494177,921308.6,0.191055442581851,0.31022545466721,1009182.2,0.143631477098582,0.342824116885903,773934.6,0.0154437092526702,0.475294177961531
"237","VC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238","VE",377654.666666667,0.0192368983483016,0.482504175620476,581868,-0.00584934384266437,0.501417203242644,932408.666666667,-0.047462193582558,0.531813753192016,394497.333333333,-0.0133963479612746,0.507362959930218,300312.666666667,-0.0314333329528934,0.523198320674333,266452.666666667,-0.0213466254259295,0.517110895831591
"239","VI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"240","VM",209858,-0.0153185907170932,0.508542081241414,341499.333333333,-0.0637236142403209,0.54529130209558,374976.333333333,-0.158912108047663,0.611972037795186,35343,0.0808971158898279,0.433901474003225,56169.6666666667,0.0703530261106092,0.437398867628089,145097.333333333,0.0443381420845617,0.452476559789807
"241","VQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"242","VT",4510364,-1.29704824606832,0.920105118841234,3788416,-1.02502782209021,0.868452247724177,3136335,-0.854359803316984,0.815477483137261,1109568,-0.125162568727163,0.554403889764573,1428977,-0.13038785788085,0.561342690451474,2122478,-0.143865923852448,0.579100540978679
"243","WA",180233.8,0.0793250777973736,0.419230776088454,244206.4,0.0783741936546762,0.419509888778617,328451.2,0.0984656606839317,0.40372566765719,341552.8,0.0193158443822711,0.476412655646247,371629.2,0.0197972833334529,0.474003634185224,326331.8,0.024796537740771,0.463428363986086
"244","WE",504060.5,0.000742082183010524,0.497096398139449,746872,0.0269132980271039,0.480870609179564,906141,0.0439428445401989,0.471411288429939,762408,0.0294374018399259,0.478693003043871,924772.5,0.0383758398255506,0.470809001728984,1305361.5,0.0789216386152653,0.433573650578385
"245","WF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246","WI",973314,-0.162064309100503,0.617396051652469,1107823,-0.176191558863552,0.628531930240107,1017451.66666667,-0.127231596157282,0.58951367128851,71161.6666666667,0.0748641237598347,0.438560725742762,57831.3333333333,0.0710686129487925,0.436801296235072,58772,0.0557156962726629,0.441360290358242
"247","WQ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248","WS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"249","WZ",363397,0.0302201197031681,0.478995507022533,483161.5,0.0187201825088044,0.485940708652512,723802.5,-0.0244476926694863,0.512215244430322,506516,-0.00844274958452977,0.502843849278976,672914,-0.0181307444268027,0.50975648376944,686915,-0.00474611130490117,0.500613422407439
"250","YM",118982.5,0.0451981396892417,0.469812532777765,181699,0.00599829311306122,0.493817530612048,243980.5,0.00712176010501797,0.49336992906465,983239,-0.0473438881748693,0.527633961937302,2583265.5,-0.132717460872498,0.58806423061984,2877273.5,-0.0962855392291103,0.573872283855216
"251","ZA",195121.75,0.0611967275956196,0.419659267509037,233019.625,0.0687014315574965,0.409864810982669,268361,0.0967087479888836,0.38032196431065,169103.25,0.0277821543125561,0.459190090839837,180553.5,0.0390973091138288,0.440426963930864,189744.375,0.0343166060170486,0.438609375194779
"252","ZI",202811.8,0.0447781643931506,0.45250946735263,264573.8,0.0404314854398217,0.456380441995931,343152,0.0443393076356667,0.454240255469654,263469.8,-0.000895010448272366,0.496871046902367,325299.4,0.00572614393089904,0.489379105446638,332682.4,0.0104304424438206,0.481664154206338
